Código Cliente,nome_cliente,transacoes,meses_ativos,produtos,volume_total,segmento_b2b,receita_liquida_total,lucro_reposicao_total,volume_medio,volume_std,ultima_compra,preco_liquido_ponderado,margem_pct_ponderada,frequencia_mensal,cv_volume,registros_totais,devolucoes,ajustes,inconsistencias,taxa_devolucao,taxa_ajuste,taxa_inconsistencia,recencia_dias,concentracao_familia,intensidade_desconto,frequencia_mensal_corrigida,cnpj_14,cnae_codigo,cnae_descricao,cnae_divisao,cnae_divisao_nome,estado_cliente,frete_por_m3
3156,VALMONT INDUSTRIA E COMERCIO LTDA,4,1,4,0.42000000000000004,OUTRAS INDÚSTRIAS,4255.74,432.92,0.10500000000000001,0.10115993936995679,2025-12-01,10132.714285714284,0.10172613928482474,4.0,0.9634279939995885,4,0,0,0,0.0,0.0,0.0,278,0.619047619047619,0.2541813037799161,1.0,01669679000179,2832100,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios",28,Fabricação de máquinas e equipamentos,Minas Gerais,594.1666666666665
3162,SUDESTE PAULISTA COMERCIO DE METAIS,28,11,10,20.51,COMÉRCIO,273300.08,58730.05,0.7325,0.8196097761649658,2026-08-01,13325.211116528522,0.2148921800535148,2.5454545454545454,1.1189211961296461,28,0,0,0,0.0,0.0,0.0,8,0.628473915163335,0.2522528353106458,1.0,01675624000171,4687703,Comércio atacadista de resíduos e sucatas metálicos,46,Comércio por atacado,São Paulo,387.0394929302779
3178,NOTARO ALIMENTOS LTDA,65,34,15,16.61,OUTRAS INDÚSTRIAS,222453.69,48385.09,0.25553846153846155,0.2512346436179655,2026-08-01,13392.756773028297,0.21750634929903837,1.911764705882353,0.9831578467891485,70,2,1,0,0.02857142857142857,0.014285714285714285,0.0,18,0.7441300421432872,0.36320926549631827,1.9565217391304348,01682695000100,1012101,Abate de aves,10,Fabricação de produtos alimentícios,Pernambuco,882.0848886213125
3271,PAVIDEZ ENGENHARIA LTDA,94,26,24,36.44,CONSTRUÇÃO E CIMENTO,433599.75,70118.9,0.3876595744680851,0.4321350484149997,2026-08-01,11899.005214050494,0.1617134234971307,3.6153846153846154,1.1147281709936876,94,0,0,0,0.0,0.0,0.0,14,0.2524698133918771,0.23612898430515747,1.5416666666666667,01744153000106,4211101,Construção de rodovias e ferrovias,42,Obras de infraestrutura,Minas Gerais,311.364434687157
3302,VIACAO JAUA LTDA,7,4,5,0.7300000000000001,TRANSPORTE DE PASSAG,8767.74,852.57,0.1042857142857143,0.0756873267368549,2024-12-01,12010.602739726026,0.09723942543916678,1.75,0.7257688865177866,7,0,0,0,0.0,0.0,0.0,621,0.4109589041095891,0.1620572294403597,1.5,01767998000117,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",49,Transporte terrestre,Bahia,717.6712328767122
3375,VIACAO CAMPO BELO LTDA,171,44,11,181.4,TRANSPORTE DE PASSAG,1965065.51,216249.87,1.0608187134502924,1.5231547860398105,2026-08-01,10832.775689084894,0.11004715562892353,3.8863636363636362,1.4358294840838346,172,0,1,0,0.0,0.005813953488372093,0.0,20,0.6019294377067255,0.30837409684555317,2.6774193548387095,01832301000144,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,São Paulo,491.26565600882026
3446,DJC BRAZIL LTDA,10,10,2,2.64,QUÍMICA,31391.34,10471.02,0.264,0.15770577386738607,2026-07-01,11890.65909090909,0.33356397019050477,1.0,0.5973703555582806,10,0,0,0,0.0,0.0,0.0,48,0.9848484848484849,0.08956789627495962,1.0,01892664000175,2073800,"Fabricação de impermeabilizantes, solventes e produtos afins",20,Fabricação de produtos químicos,Santa Catarina,491.12499999999994
3533,BRASTRAFO DO BRASIL LTDA,4,3,3,1.2000000000000002,SERVIÇOS,11493.06,859.61,0.30000000000000004,0.11547005383792516,2025-10-01,9577.549999999997,0.07479383210389574,1.3333333333333333,0.38490017945975047,24,0,0,0,0.0,0.0,0.0,5,0.6666666666666666,0.31306447905571866,1.0,01969182000176,7120100,Testes e análises técnicas,71,"Arquitetura, engenharia e testes técnicos",São Paulo,650.4333333333332
3549,CONTRACTOR ENGENHARIA LTDA,16,8,7,9.56,CONSTRUÇÃO E CIMENTO,103724.08,17543.13,0.5975,0.7042963391452021,2024-08-01,10849.799163179916,0.1691326642762221,2.0,1.1787386429208402,16,0,0,0,0.0,0.0,0.0,22,0.502092050209205,0.28007748805352617,1.4444444444444444,01980404000151,4211101,Construção de rodovias e ferrovias,42,Obras de infraestrutura,Espírito Santo,481.86401673640165
3630,UNIMAR TRANSPORTES LTDA,186,43,26,56.25,TRANSPORTE DE PASSAG,830317.43,123368.6,0.3024193548387097,0.3271416858952591,2026-09-01,14761.198755555557,0.1485800436587246,4.325581395348837,1.08174850802699,186,0,0,0,0.0,0.0,0.0,15,0.3216,0.24065143883227205,2.1666666666666665,02035105000101,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",49,Transporte terrestre,Espírito Santo,552.1367111111111
3701,BIANCOGRES CERAMICA S/A,161,44,21,92.37,CONSTRUÇÃO E CIMENTO,944985.41,153256.58,0.5737267080745342,1.2128467647830539,2026-08-01,10230.436397098625,0.1621787790353292,3.659090909090909,2.1139799624344664,170,6,1,0,0.03529411764705882,0.0058823529411764705,0.0,4,0.7775251705099059,0.3104668280086252,4.4375,02077546000176,2342701,Fabricação de azulejos e pisos,23,Produtos de minerais não-metálicos,Espírito Santo,509.89487928981265
3702,COOPERATIVA AGROINDUSTRIAL DOS PROD,164,44,29,44.49,OUTRAS INDÚSTRIAS,541694.33,77366.98,0.27128048780487807,0.23313587888149356,2026-08-01,12175.642391548661,0.14282405355802782,3.727272727272727,0.8593905177919744,169,1,3,0,0.005917159763313609,0.01775147928994083,0.0,4,0.522364576309283,0.31368657955719265,2.393939393939394,02077618000266,1041400,"Fabricação de óleos vegetais em bruto, exceto óleo de milho",10,Fabricação de produtos alimentícios,Goiás,689.8228815464149
3704,CAVALO MARINHO COMBUSTIVEIS LTDA,14,4,12,13.66,TRR,143035.92,6174.57,0.9757142857142858,1.39094165273698,2026-01-01,10471.150805270865,0.0431679678782784,3.5,1.4255624552209165,22,0,8,0,0.0,0.36363636363636365,0.0,224,0.5856515373352855,0.49273009137243673,1.0,02078557000170,4681802,Comércio atacadista de combustíveis realizado por transportador retalhista (T.R.R.),46,Comércio por atacado,Bahia,641.2137628111274
3865,COPA ENGENHARIA LTDA,1,1,1,0.2,CONSTRUÇÃO E CIMENTO,3530.94,851.87,0.2,,2026-06-01,17654.7,0.2412587016488527,1.0,,1,0,0,0,0.0,0.0,0.0,100,1.0,0.07869765911731143,1.0,02200917000165,4313400,Obras de terraplenagem,43,Serviços especializados para construção,Ceará,430.84999999999997
4133,METROBUS TRANSPORTE COLETIVO S/A,88,35,8,161.38,TRANSPORTE DE PASSAG,2024933.37,356593.74,1.8338636363636363,2.6710794373252114,2026-08-01,12547.610422605032,0.17610146846461422,2.5142857142857142,1.4565311097076379,97,1,1,0,0.010309278350515464,0.010309278350515464,0.0,9,0.7658941628454579,0.18671442704622462,3.269230769230769,02392459000103,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,Goiás,250.57355310447392
4242,ENGIE BRASIL ENERGIA S.A.,10,9,6,12.54,TÉRMICA,154923.2,31021.88,1.254,1.2805224628165557,2026-08-01,12354.322169059013,0.20024037716752557,1.1111111111111112,1.021150289327397,13,1,0,0,0.07692307692307693,0.0,0.0,48,0.9043062200956938,0.1525193590260271,1.5,02474103000623,3511501,Geração de energia elétrica,35,"Eletricidade, gás e outras utilidades",Paraná,653.5167464114834
4245,ENGIE BRASIL ENERGIA S.A.,1,1,1,1.4,TÉRMICA,15269.37,3422.09,1.4,,2023-08-01,10906.692857142858,0.2241146818762005,1.0,,2,0,0,0,0.0,0.0,0.0,1135,1.0,0.34052486187845304,1.0,02474103001271,3511501,Geração de energia elétrica,35,"Eletricidade, gás e outras utilidades",Rio Grande do Sul,952.5928571428573
4459,T V V - TERMINAL DE VILA VELHA S.A,4,4,2,2.8000000000000003,TRANSPORTE DE CARGAS,31525.06,6232.9400000000005,0.7000000000000001,1.0,2026-02-01,11258.949999999999,0.19771381878416727,1.0,1.4285714285714284,6,1,0,0,0.16666666666666666,0.0,0.0,218,0.9285714285714285,0.1903499904308918,1.3333333333333333,02639850000160,5231102,Atividades do Operador Portuário,52,Armazenamento e atividades auxiliares dos transportes,Espírito Santo,522.7571428571429
4460,CARBOBRAS - CARBONOS BRASILEIROS LT,160,32,13,6.78,OUTRAS INDÚSTRIAS,100529.92,15053.52,0.042375,0.023592118393956595,2026-08-01,14827.421828908553,0.1497416888424859,5.0,0.5567461567895361,160,0,0,0,0.0,0.0,0.0,33,0.31563421828908556,0.22430310788938673,1.0,02640179000177,1921700,Fabricação de produtos do refino de petróleo,19,"Coque, derivados de petróleo e biocombustíveis",Santa Catarina,554.0840707964602
4664,R.J. ASFALTO ENGENHARIA LTDA.,1,1,1,0.2,CONSTRUÇÃO E CIMENTO,2493.84,624.0,0.2,,2026-04-01,12469.2,0.2502165335386392,1.0,,1,0,0,0,0.0,0.0,0.0,142,1.0,0.07578509957083494,1.0,02772188000111,4213800,"Obras de urbanização - ruas, praças e calçadas",42,Obras de infraestrutura,Rio de Janeiro,225.74999999999997
4706,RODOVIARIO CONFIANCA LTDA,22,10,10,2.3200000000000003,TRANSPORTE DE CARGAS,29455.33,2980.9,0.10545454545454547,0.10088783364883488,2024-03-01,12696.262931034482,0.10120069949988678,2.2,0.9566949742561928,22,0,0,0,0.0,0.0,0.0,914,0.689655172413793,0.41670487590657795,1.0,02799488000194,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Goiás,217.67241379310343
4966,BORRACHAS DREBOR LTDA.,124,37,25,41.550000000000004,OUTRAS INDÚSTRIAS,539701.42,104295.79000000001,0.3350806451612904,0.46195501130291156,2026-08-01,12989.203850782189,0.19324720324063627,3.3513513513513513,1.3786383008799283,133,4,0,0,0.03007518796992481,0.0,0.0,40,0.2839951865222623,0.2128330456050935,1.5833333333333333,02962425000107,2219600,Fabricação de artefatos de borracha não especificados anteriormente,22,Borracha e material plástico,Mato Grosso,15.031287605294823
5050,SERRAMAR TRANSPORTE COLETIVO LTDA,79,33,17,31.62,TRANSPORTE DE PASSAG,553497.6900000001,76203.72,0.400253164556962,0.3829272364553668,2026-07-01,17504.670777988616,0.137676672146545,2.393939393939394,0.9567125768492719,81,2,0,0,0.024691358024691357,0.0,0.0,72,0.45730550284629984,0.23595409181413995,1.25,03013179000100,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",49,Transporte terrestre,Espírito Santo,509.74667931688805
5122,BELEM RIO TRANSPORTES LTDA,41,11,12,7.12,TRANSPORTE DE PASSAG,126019.98999999999,19522.16,0.17365853658536587,0.16489020737389132,2026-09-01,17699.43679775281,0.15491320067554362,3.727272727272727,0.949508216619318,41,0,0,0,0.0,0.0,0.0,1,0.42134831460674155,0.17042889568374106,2.4285714285714284,03067571000131,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,Pará,303.12219101123594
5171,MARIA LUIZA CONSTRUCOES E EMPREENDI,24,5,17,4.45,CONSTRUÇÃO E CIMENTO,57234.229999999996,9410.5,0.18541666666666667,0.13276259185893236,2026-07-01,12861.624719101123,0.1644208369711622,4.8,0.7160229673290733,25,0,0,0,0.0,0.0,0.0,69,0.23370786516853934,0.2091195379460458,1.3636363636363635,03101127000195,4110700,Incorporação de empreendimentos imobiliários,41,Construção de edifícios,São Paulo,385.4
5182,"UNIMETAL SAO VICENTE INDUSTRIA, COM",57,14,15,6.58,CONSTRUÇÃO E CIMENTO,80941.85,12189.49,0.11543859649122808,0.1249867160861305,2026-07-01,12301.193009118542,0.15059564366270353,4.071428571428571,1.0827116743023462,65,3,0,0,0.046153846153846156,0.0,0.0,25,0.4285714285714286,0.22289708576627437,5.6,03116586000142,2399199,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,23,Produtos de minerais não-metálicos,São Paulo,338.1732522796352
5303,VIACAO CIDADE MORENA LTDA,27,14,9,16.34,TRANSPORTE DE PASSAG,175372.97,21901.26,0.6051851851851852,0.8467193267155405,2026-01-01,10732.739902080784,0.12488389744440091,1.9285714285714286,1.3991078226021785,27,0,0,0,0.0,0.0,0.0,253,0.6101591187270502,0.3067506570792209,1.2,03229127000175,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,Mato Grosso do Sul,956.4418604651163
5402,CENTRAIS CONSTRUCOES PESADAS S/A,13,2,11,1.05,CONSTRUÇÃO E CIMENTO,11656.01,1555.16,0.08076923076923077,0.10234431578919748,2024-01-01,11100.961904761905,0.13342129939833614,6.5,1.2671201002472068,13,0,0,0,0.0,0.0,0.0,957,0.4,0.2853944114410304,2.0,03286850000196,4221901,Construção de barragens e represas para geração de energia elétrica,42,Obras de infraestrutura,Goiás,0.0
5458,LHG MINING CORUMBA S.A,14,9,8,2.83,MINERAÇÃO,40217.65,6089.48,0.20214285714285715,0.19446884549493235,2026-06-01,14211.18374558304,0.151413123342612,1.5555555555555556,0.9620366914943649,14,0,0,0,0.0,0.0,0.0,133,0.4098939929328622,0.2264482357241119,2.1666666666666665,03327988000196,0723501,Extração de minério de manganês,07,Extração de minerais metálicos,Mato Grosso do Sul,297.2650176678445
5501,ALPHA PLAST-INDUSTRIA E COMERCIO LT,57,30,4,27.64,OUTRAS INDÚSTRIAS,422448.77,174582.48,0.4849122807017544,0.33054674840664444,2026-07-01,15283.964182344429,0.41326308039670706,1.9,0.6816629760918499,62,0,0,0,0.0,0.0,0.0,7,0.7901591895803184,0.0967487672344273,1.25,03357873000144,2222600,Fabricação de embalagens de material plástico,22,Borracha e material plástico,Pernambuco,387.996020260492
5546,VOITH HYDRO LTDA,46,23,7,312.52,OUTRAS INDÚSTRIAS,3520923.11,749209.46,6.793913043478261,8.22889420902843,2026-08-01,11266.232913093561,0.21278779359654917,2.0,1.21121570976356,55,6,0,0,0.10909090909090909,0.0,0.0,29,0.5439651862280814,0.21639422611087553,3.05,03400080000160,2811900,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários",28,Fabricação de máquinas e equipamentos,São Paulo,677.7412005631639
5643,CAIEIRA NOSSA SENHORA DA GUIA MINER,35,18,12,8.18,MINERAÇÃO,104825.25,17157.66,0.2337142857142857,0.142314600017536,2025-07-01,12814.822738386309,0.16367869382615352,1.9444444444444444,0.6089255501972812,37,1,0,0,0.02702702702702703,0.0,0.0,426,0.19559902200489,0.2193267047765593,2.6363636363636362,03463809000148,0810004,Extração de calcário e dolomita e beneficiamento associado,08,Extração de minerais não-metálicos,Mato Grosso,3.1161369193154034
5672,VIACAO GUAIANAZES DE TRANSPORTE LTD,2,1,2,0.4,TRANSPORTE DE PASSAG,4290.75,327.6,0.2,0.0,2023-04-01,10726.875,0.07635028841111695,2.0,0.0,2,0,0,0,0.0,0.0,0.0,1257,0.5,0.5730102654020052,2.0,03480200000187,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,São Paulo,537.45
5730,ITAMARATI NORTE SA AGRO PECUARIA,5,5,1,6.8,TÉRMICA,103244.16,14737.49,1.3599999999999999,0.5899152481501051,2026-02-01,15182.964705882354,0.14274405448211308,1.0,0.4337612118750773,5,0,0,0,0.0,0.0,0.0,197,1.0,0.1822655821265674,1.0,03532447000108,3511501,Geração de energia elétrica,35,"Eletricidade, gás e outras utilidades",Mato Grosso,1144.0220588235295
5903,IPEOLEO COMERCIO DE COMBUSTIVEIS -,350,37,53,104.42,TRR,1234624.87,169582.86,0.29834285714285713,0.3715507610973803,2026-08-01,11823.643650641641,0.13735577835881435,9.45945945945946,1.2453817887768923,360,2,0,0,0.005555555555555556,0.0,0.0,0,0.42692970695269106,0.22927141889701283,6.363636363636363,03662454000116,4681802,Comércio atacadista de combustíveis realizado por transportador retalhista (T.R.R.),46,Comércio por atacado,Rio de Janeiro,223.15686650067036
5942,PAESAN - PAVIMENTACAO ENGENHARIA E,6,4,3,1.2000000000000002,CONSTRUÇÃO E CIMENTO,14949.66,3595.13,0.20000000000000004,0.0,2023-10-01,12458.049999999997,0.24048239224169649,1.5,0.0,6,0,0,0,0.0,0.0,0.0,1074,0.5,0.19813440340644298,1.5,03691134000194,4213800,"Obras de urbanização - ruas, praças e calçadas",42,Obras de infraestrutura,Minas Gerais,492.8499999999999
6077,REFRIGERANTES MARAJA S.A.,4,2,4,0.8,OUTRAS INDÚSTRIAS,9723.21,2363.43,0.2,0.0,2024-05-01,12154.012499999999,0.243070961133206,2.0,0.0,4,0,0,0,0.0,0.0,0.0,855,0.7500000000000001,0.2140742294959668,1.0,03835832000116,1122401,Fabricação de refrigerantes,11,Fabricação de bebidas,Mato Grosso,590.0999999999999
6251,ACOFER INDUSTRIA E COMERCIO LTDA,37,19,12,1.28,METALURGIA E SIDERUR,31217.48,4501.25,0.034594594594594595,0.03671168407670435,2026-08-01,24388.65625,0.14419004993356285,1.9473684210526316,1.0611971178422352,41,2,2,0,0.04878048780487805,0.04878048780487805,0.0,12,0.1875,0.1580684578638617,1.7058823529411764,03989217000326,2423701,Produção de tubos de aço sem costura,24,Metalurgia,Mato Grosso,671.890625
6353,CORUMBA CONCESSOES S.A.,13,11,6,3.14,TÉRMICA,58561.38,10438.5,0.24153846153846154,0.1926069466489615,2025-01-01,18650.12101910828,0.17824887323352012,1.1818181818181819,0.7974172950434711,13,0,0,0,0.0,0.0,0.0,594,0.5095541401273885,0.5911982259577415,1.25,04066598000172,3511501,Geração de energia elétrica,35,"Eletricidade, gás e outras utilidades",Brasília,0.0
6431,ARM-TRANSPORTES LTDA,8,3,6,0.8,TRANSPORTE DE CARGAS,9560.02,1777.82,0.1,0.10690449676496974,2024-07-01,11950.025,0.18596404610032194,2.6666666666666665,1.0690449676496974,8,0,0,0,0.0,0.0,0.0,806,0.825,0.2786488590305498,1.0,04140159000162,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Paraná,0.0
6956,TECON SUAPE S/A,266,44,23,188.45,TRANSPORTE DE CARGAS,2505773.39,553881.33,0.7084586466165413,0.606253785967911,2026-08-01,13296.754523746353,0.22104206717591487,6.045454545454546,0.8557363070706518,285,5,9,0,0.017543859649122806,0.031578947368421054,0.0,0,0.33430618201114354,0.2610992839089848,5.2727272727272725,04471564000163,5231102,Atividades do Operador Portuário,52,Armazenamento e atividades auxiliares dos transportes,Pernambuco,401.1709206686124
6976,TRANSPORTES BERTOLINI LTDA,42,23,11,23.84,TRANSPORTE DE CARGAS,241226.71,6099.13,0.5676190476190476,0.5849653294867225,2025-10-01,10118.570050335571,0.02528380874572306,1.826086956521739,1.030559724766877,45,0,1,0,0.0,0.022222222222222223,0.0,356,0.5201342281879194,0.43273769193168465,2.0,04503660000570,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,Pará,246.14513422818794
6979,TRANSPORTES BERTOLINI LTDA,47,28,8,13.9,TRANSPORTE DE CARGAS,164604.34,8014.68,0.2957446808510638,0.15699272595792543,2026-03-01,11842.038848920864,0.04869057523027644,1.6785714285714286,0.5308387136706831,50,2,0,0,0.04,0.0,0.0,174,0.2446043165467626,0.3655739026804553,1.7333333333333334,04503660001460,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49,Transporte terrestre,São Paulo,509.758273381295
7026,TRANSURB LTDA,32,11,8,2.2800000000000002,TRANSPORTE DE PASSAG,29660.09,4514.79,0.07125000000000001,0.05253263194772216,2024-05-01,13008.811403508771,0.1522176770198607,2.909090909090909,0.7373000975118899,32,0,0,0,0.0,0.0,0.0,847,0.3421052631578947,0.3223326967053884,1.0,04550505000180,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,Pará,0.0
7095,NAVEGACAO CUNHA LTDA,42,23,4,4.62,MARÍTIMO,62284.62,17212.01,0.11,0.10564551864492927,2026-03-01,13481.51948051948,0.27634446513441036,1.826086956521739,0.9604138058629934,44,0,1,0,0.0,0.022727272727272728,0.0,180,0.6320346320346321,0.14177830546699716,2.45,04616801000137,5021102,"Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia",50,Transporte aquaviário,Amazonas,49.01298701298701
7157,VEGA S/A TRANSPORTE URBANO,78,21,8,18.310000000000002,TRANSPORTE DE PASSAG,323731.8,45373.270000000004,0.23474358974358978,0.09831997008144643,2026-07-01,17680.6007646095,0.1401569756199422,3.7142857142857144,0.41883985070195634,78,0,0,0,0.0,0.0,0.0,50,0.2293828509011469,0.29287728467998075,1.1,04683393000136,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49,Transporte terrestre,Ceará,387.07099945385033
7171,TINTAS HIDRACOR S/A,2,2,2,0.04,QUÍMICA,676.62,140.14,0.02,0.0,2025-06-01,16915.5,0.20711773225739705,1.0,0.0,2,0,0,0,0.0,0.0,0.0,457,0.5,0.19098781614629218,1.0,04706416000180,2071100,"Fabricação de tintas, vernizes, esmaltes e lacas",20,Fabricação de produtos químicos,Ceará,386.25
7327,CERPA CERVEJARIA PARAENSE SA,5,5,1,0.6,OUTRAS INDÚSTRIAS,7912.740000000001,1585.99,0.12,0.0721110255092798,2023-12-01,13187.900000000001,0.20043499470474196,1.0,0.6009252125773317,5,0,0,0,0.0,0.0,0.0,1013,1.0,0.2845988488107226,1.0,04894085000150,1113502,Fabricação de cervejas e chopes,11,Fabricação de bebidas,Pará,253.11666666666667
7332,CIMENTOS DO BRASIL S/A CIBRASA,200,42,18,85.56,CONSTRUÇÃO E CIMENTO,1247660.26,213693.42,0.4278,0.22280117102260752,2026-08-01,14582.284478728378,0.1712753277883516,4.761904761904762,0.5208068513852443,200,0,0,0,0.0,0.0,0.0,9,0.33052828424497427,0.23357767569450558,1.8,04898425000200,2320600,Fabricação de cimento,23,Produtos de minerais não-metálicos,Pará,0.0
7454,COMPANHIA TEXTIL DE CASTANHAL,221,41,10,100.39,OUTRAS INDÚSTRIAS,1304647.35,252250.98,0.4542533936651584,0.30724288445015097,2026-08-01,12995.789919314673,0.19334801852776537,5.390243902439025,0.676368935785271,221,0,0,0,0.0,0.0,0.0,7,0.6833349935252515,0.22756844240417337,1.25,05389812000194,1312000,"Preparação e fiação de fibras têxteis naturais, exceto algodão",13,Fabricação de produtos têxteis,Pará,418.2453431616695
7472,CERAMICA LIVRAMENTO LTDA,154,40,22,20.330000000000002,CONSTRUÇÃO E CIMENTO,381945.88,150663.06,0.13201298701298703,0.09112499402533578,2026-08-01,18787.3034923758,0.39446180176102436,3.85,0.6902729503148898,154,0,0,0,0.0,0.0,0.0,19,0.21642892277422524,0.07490819488793961,2.5,05584693000120,2342702,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",23,Produtos de minerais não-metálicos,Maranhão,0.0
7480,TRANSPORTADORA ROLIM LTDA,82,23,9,5.92,TRANSPORTE DE CARGAS,90939.73,14653.460000000001,0.0721951219512195,0.0608585567239986,2026-08-01,15361.440878378378,0.16113375309119568,3.5652173913043477,0.842973251920251,82,0,0,0,0.0,0.0,0.0,20,0.3344594594594595,0.23200001356927216,1.6818181818181819,05648225000172,4930203,Transporte rodoviário de produtos perigosos,49,Transporte terrestre,Maranhão,542.8243243243244
7518,ETEC EMPRESA TECNICA DE ENGENHARIA,99,22,12,38.57,CONSTRUÇÃO E CIMENTO,499421.27,121588.38,0.3895959595959596,0.4506207038730231,2026-03-01,12948.43842364532,0.2434585535373774,4.5,1.1566359783103264,109,0,1,0,0.0,0.009174311926605505,0.0,175,0.5200933367902515,0.14311335057661703,1.25,05856869000156,4211101,Construção de rodovias e ferrovias,42,Obras de infraestrutura,Pará,0.0
7608,TAGUATUR TAGUATINGA TRANSPORTES E T,75,20,9,22.16,TRANSPORTE DE PASSAG,276902.66,28462.25,0.29546666666666666,0.19708204721215303,2026-05-01,12495.60740072202,0.10278792554755524,3.75,0.6670195641205541,77,0,0,0,0.0,0.0,0.0,126,0.4602888086642599,0.2463405513804644,1.0769230769230769,06048466000143,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",49,Transporte terrestre,Maranhão,78.25406137184116
