cnpj_basico,cnae_mais_frequente,cnae_descricao,n_estabelecimentos_encontrados,n_cnaes_distintos
15748239,6810201,Compra e venda de imóveis próprios,1,1
08185469,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
05492166,1011201,Frigorífico - abate de bovinos,2,1
11393570,1033301,"Fabricação de sucos concentrados de frutas, hortaliças e legumes",1,1
12141133,3839499,Recuperação de materiais não especificados anteriormente,5,3
09394905,3511501,Geração de energia elétrica,2,1
10277146,4649499,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,4,4
23704608,2731700,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,1,1
08976495,3511501,Geração de energia elétrica,4,2
19867404,4299599,Outras obras de engenharia civil não especificadas anteriormente,1,1
30182548,4211101,Construção de rodovias e ferrovias,1,1
37440128,1013902,Preparação de subprodutos do abate,2,1
40770297,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
46534246,4313400,Obras de terraplenagem,2,2
46682861,9329899,Outras atividades de recreação e lazer não especificadas anteriormente,2,1
52873360,4313400,Obras de terraplenagem,1,1
59848063,4789099,Comércio varejista de outros produtos não especificados anteriormente,1,1
45086409,4679699,Comércio atacadista de materiais de construção em geral,1,1
00000004,8711502,Instituições de longa permanência para idosos,1,1
17245051,1412601,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",2,2
28126720,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
26500165,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,1,1
07941428,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
06018322,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
30074561,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,2
63455976,4211101,Construção de rodovias e ferrovias,1,1
05225198,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
07063930,3511501,Geração de energia elétrica,2,2
10567693,1031700,Fabricação de conservas de frutas,2,2
10218169,4744004,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",1,1
08229161,2539002,Serviços de tratamento e revestimento em metais,2,2
18385072,2330399,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",1,1
37870576,3314712,Manutenção e reparação de tratores agrícolas,1,1
41820666,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
15153524,4789005,Comércio varejista de produtos saneantes domissanitários,2,1
01901632,4211101,Construção de rodovias e ferrovias,3,2
03327767,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,1,1
00067749,4641901,Comércio atacadista de tecidos,2,2
05769698,1312000,"Preparação e fiação de fibras têxteis naturais, exceto algodão",1,1
01251337,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,1,1
58312422,7711000,Locação de automóveis sem condutor,1,1
00000076,8112500,Condomínios prediais,1,1
04299154,4211101,Construção de rodovias e ferrovias,2,1
11390432,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,1,1
09202940,4632001,Comércio atacadista de cereais e leguminosas beneficiados,2,1
21807368,3839499,Recuperação de materiais não especificados anteriormente,1,1
25270244,5231102,Atividades do Operador Portuário,1,1
29639665,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
26484540,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
34778573,7719599,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",1,1
42317705,3839499,Recuperação de materiais não especificados anteriormente,2,1
53779140,6810201,Compra e venda de imóveis próprios,1,1
30535186,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,1
00000043,9491000,Atividades de organizações religiosas ou filosóficas,1,1
00000027,7111100,Serviços de arquitetura,1,1
02038405,1031700,Fabricação de conservas de frutas,3,2
10465849,7911200,Agências de viagens,1,1
20688259,0210108,Produção de carvão vegetal - florestas plantadas,2,1
16692339,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,1,1
27976081,9411100,Atividades de organizações associativas patronais e empresariais,1,1
47466994,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
39769041,4637103,Comércio atacadista de óleos e gorduras,2,2
88276704,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",1,1
09622478,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,1,1
10683835,0115600,Cultivo de soja,1,1
11603938,0134200,Cultivo de café,1,1
11610213,4930203,Transporte rodoviário de produtos perigosos,1,1
13987738,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
34114368,0141501,"Produção de sementes certificadas, exceto de forrageiras para pasto",1,1
38032217,2330305,Preparação de massa de concreto e argamassa para construção,1,1
48433739,4211101,Construção de rodovias e ferrovias,1,1
48446570,0131800,Cultivo de laranja,1,1
30094876,4922102,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",3,2
04001398,4924800,Transporte escolar,1,1
33373179,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
36356884,4789099,Comércio varejista de outros produtos não especificados anteriormente,1,1
03067571,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
12613006,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
00000592,8888888,Atividade Econônica não informada,1,1
00001469,5611203,"Lanchonetes, casas de chá, de sucos e similares",1,1
00001486,5611203,"Lanchonetes, casas de chá, de sucos e similares",1,1
00014104,0322101,Criação de peixes em água doce,1,1
00514564,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",1,1
01251037,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
04746321,4922102,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",1,1
24143877,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",1,1
28279297,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
17277617,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
01675624,4687703,Comércio atacadista de resíduos e sucatas metálicos,1,1
04945686,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",8,2
00886257,9601703,Toalheiros,70,4
48400777,3512300,Transmissão de energia elétrica,6,1
49871213,4930203,Transporte rodoviário de produtos perigosos,109,4
07922794,0131800,Cultivo de laranja,45,4
26549889,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",16,2
02990334,1012101,Abate de aves,17,11
08324174,0151201,Criação de bovinos para corte,2,2
17221771,0210108,Produção de carvão vegetal - florestas plantadas,87,14
00000022,6311900,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",1,1
00002942,3101200,Fabricação de móveis com predominância de madeira,1,1
64232499,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",16,3
01834378,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",1,1
00993264,4623199,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,118,17
02102394,0810006,"Extração de areia, cascalho ou pedregulho e beneficiamento associado",2,2
01259730,5021102,"Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia",6,2
01593821,2099199,Fabricação de outros produtos químicos não especificados anteriormente,24,7
01980404,4299599,Outras obras de engenharia civil não especificadas anteriormente,3,2
05616550,4929901,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",1,1
04628810,7711000,Locação de automóveis sem condutor,2,2
05699871,4634601,Comércio atacadista de carnes bovinas e suínas e derivados,13,4
07283054,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",12,2
08481822,4731800,Comércio varejista de combustíveis para veículos automotores,2,2
10981488,4623109,Comércio atacadista de alimentos para animais,6,5
16695025,8424800,Segurança e ordem pública,186,3
17467515,1081302,Torrefação e moagem de café,51,12
00956574,5212500,Carga e descarga,2,2
23452196,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",10,2
60723061,4631100,Comércio atacadista de leite e laticínios,591,18
66036146,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",7,1
41717984,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",8,1
42234005,0155501,Criação de frangos para corte,21,6
02797481,8211300,Serviços combinados de escritório e apoio administrativo,2,2
44993632,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",195,11
92644483,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",24,2
04585921,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,1
48600191,2811900,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários",10,7
52771516,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",194,5
56502560,2330302,Fabricação de artefatos de cimento para uso na construção,6,5
60603461,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",7,1
61082988,0210101,Cultivo de eucalipto,45,13
61451654,4642702,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,45,6
